company_name,arabic_name,sector,sub_sector,city,country,website,email,phone,linkedin_url,employees,founded_year,description,is_startup,is_listed,tags
Abdul Latif Jameel,عبد اللطيف جميل,Consumer Discretionary,Automotive Dealership & Distribution,Riyadh,Saudi Arabia,https://www.alj.com,N/A,N/A,https://www.linkedin.com/company/abdul-latif-jameel,"10,000+",1945,"Abdul Latif Jameel is one of the largest and most diversified family-owned businesses in the Middle East, North Africa, and Türkiye (MENAT) region. The company is the exclusive distributor of Toyota and Lexus vehicles in Saudi Arabia, making it a dominant force in the Kingdom's automotive sector. With over 80 years of operations, ALJ has expanded into renewable energy, mobility, and financial services.",False,False,"Toyota, Lexus, Automotive Distribution, Dealership, Family Business, MENAT"
SAMACO Automotive,ساماكو للسيارات,Consumer Discretionary,Luxury Automotive Dealership,Riyadh,Saudi Arabia,https://www.samaco.com.sa,N/A,N/A,https://www.linkedin.com/company/samaco,"1,000–5,000",1981,"SAMACO is the exclusive authorized dealer for premium and luxury automotive brands in Saudi Arabia, including Audi, Bentley, Porsche, Lamborghini, and Volkswagen. The company operates a network of state-of-the-art showrooms and service centers across the Kingdom. SAMACO is widely recognized for delivering premium customer experiences in the luxury car segment.",False,False,"Audi, Porsche, Bentley, Lamborghini, Volkswagen, Luxury Cars, Dealership"
Al Jomaih Holding,الجميح القابضة,Consumer Discretionary,Automotive Distribution & Holding,Riyadh,Saudi Arabia,https://www.aljomaih.com,N/A,N/A,https://www.linkedin.com/company/al-jomaih-group,"5,000–10,000",1930,"Al Jomaih Holding is a prominent Saudi conglomerate with a major footprint in the automotive sector, operating as the exclusive distributor of General Motors (Chevrolet, GMC, Cadillac) vehicles in Saudi Arabia. The group spans multiple industries including transportation, beverages, oil & gas, and real estate. Its automotive division is one of the largest GM distributors in the Middle East.",False,False,"General Motors, Chevrolet, GMC, Cadillac, Conglomerate, Automotive Distribution"
Reza Group,مجموعة رضا,Consumer Discretionary,Automotive Distribution & Services,Jeddah,Saudi Arabia,https://www.rezagroup.com,N/A,N/A,https://www.linkedin.com/company/reza-group,"1,000–5,000",1942,"Reza Group is a well-established Saudi conglomerate with a strong automotive division that distributes and retails multiple international car brands across the Kingdom. The group has long-standing partnerships with global automotive manufacturers and offers sales, after-sales, and spare parts services. Reza Group also operates across industries such as retail, real estate, and consumer goods.",False,False,"Automotive Distribution, Car Dealership, Conglomerate, Jeddah, After-Sales Services"
SNAM (Saudi National Automotive Manufacturing),الشركة السعودية الوطنية للتصنيع,Consumer Discretionary,Automotive Manufacturing & Assembly,Riyadh,Saudi Arabia,https://www.snam.com.sa,N/A,N/A,https://www.linkedin.com/company/snam-saudi-national-automotive-manufacturing,"500–1,000",1996,SNAM is a Saudi automotive manufacturing and assembly company focused on producing commercial vehicles and buses for the Saudi and regional markets. The company aligns with Saudi Vision 2030 goals to localize automotive manufacturing within the Kingdom. SNAM collaborates with international automotive partners to develop and assemble vehicles domestically.,False,False,"Automotive Manufacturing, Commercial Vehicles, Buses, Vision 2030, Assembly"
Al Jazirah Vehicles Agencies,الجزيرة لوكالات السيارات,Consumer Discretionary,Automotive Dealership & Distribution,Riyadh,Saudi Arabia,https://www.aljazirah-motors.com.sa,N/A,N/A,https://www.linkedin.com/company/al-jazirah-vehicles-agencies,"1,000–5,000",1970,"Al Jazirah Vehicles Agencies is a major Saudi automotive company and the exclusive distributor of Ford and Lincoln vehicles in Saudi Arabia. The company operates a widespread network of showrooms, service centers, and spare parts outlets across the Kingdom. Known for its strong after-sales support, Al Jazirah is a trusted name in the Saudi automotive market.",False,True,"Ford, Lincoln, Automotive Distribution, Dealership, Tadawul Listed, After-Sales"
Hanco (Halwani Automotive),هانكو للسيارات,Consumer Discretionary,Automotive Distribution & Rental,Jeddah,Saudi Arabia,https://www.hanco.com.sa,N/A,N/A,https://www.linkedin.com/company/hanco,"500–1,000",1978,"Hanco is a Saudi automotive company offering car rental, leasing, fleet management, and automotive distribution services across the Kingdom. The company serves both individual and corporate clients, providing a wide range of vehicles for short and long-term use. Hanco has grown to become one of the reliable automotive service providers in Saudi Arabia.",False,False,"Car Rental, Fleet Management, Leasing, Automotive Services, Jeddah"
Mohamed Yousuf Naghi Motors (MYN Motors),محمد يوسف ناغي للسيارات,Consumer Discretionary,Luxury & Premium Automotive Dealership,Jeddah,Saudi Arabia,https://www.naghi.com,N/A,N/A,https://www.linkedin.com/company/mohamed-yousuf-naghi-motors,"1,000–5,000",1952,"Mohamed Yousuf Naghi Motors is one of Saudi Arabia's leading automotive dealerships and the exclusive distributor of BMW, MINI, and Rolls-Royce vehicles in the Western and Southern regions of the Kingdom. The company offers a premium customer experience encompassing new car sales, certified pre-owned vehicles, and after-sales services. With decades of heritage, MYN Motors is a benchmark for luxury automotive retail in Saudi Arabia.",False,False,"BMW, MINI, Rolls-Royce, Luxury Cars, Dealership, Jeddah, Premium Automotive"
Splash Fashions,سبلاش,Consumer Discretionary,Apparel Retail,Dubai (GCC HQ) / Riyadh (KSA Operations),Saudi Arabia,https://www.splashfashions.com,support@splashfashions.com,+966 55 259 1000,https://www.linkedin.com/company/splash-fashions,"5,000–10,000",1993,"Splash Fashions is one of the largest homegrown fashion retail brands in the Middle East, offering trendy clothing and accessories for men, women, and children at competitive prices. Operating under the Landmark Group, it has a strong presence across Saudi Arabia with multiple store locations and an active e-commerce platform. It offers same-day delivery, easy installments, and a loyalty rewards program.",False,False,"Fast Fashion, Apparel Retail, Landmark Group, Men & Women, E-commerce"
Ounass,أوناس,Consumer Discretionary,Luxury Fashion Retail,Riyadh,Saudi Arabia,https://www.ounass.com,N/A,N/A,https://www.linkedin.com/company/ounass,200–500,2016,"Ounass is a premium online luxury fashion platform serving the GCC, with a strong customer base in Saudi Arabia. It offers curated collections from world-renowned luxury brands for women, men, and kids, with 3-hour delivery available in Riyadh. The platform features buy-now-pay-later options, up to 60% seasonal discounts, and a 30-day free return policy.",False,False,"Luxury Fashion, E-commerce, Designer Brands, Women, Premium Retail"
Hindamme,هندمة,Consumer Discretionary,Contemporary Luxury Menswear,Riyadh,Saudi Arabia,https://www.hindamme.com,N/A,N/A,https://www.linkedin.com/company/hindamme,10–50,2015,"Hindamme is a Saudi contemporary luxury menswear brand inspired by an East-meets-West aesthetic, blending traditional Arabian heritage with modern tailoring. Founded in Riyadh, it has gained recognition as one of the pioneering homegrown Saudi luxury labels and has been showcased at international fashion weeks. The brand offers ready-to-wear collections for the modern Saudi man.",False,False,"Luxury Menswear, Saudi Designer, Contemporary Fashion, East Meets West, Ready-to-Wear"
Femi9,فيمي 9,Consumer Discretionary,Women's Apparel Retail,Jeddah,Saudi Arabia,https://www.femi9.com,reachus@femi9.com,N/A,https://www.linkedin.com/company/femi9,50–200,2012,"Femi9 is a Saudi women's fashion brand and online shopping platform headquartered in Jeddah, offering the latest trends and timeless designs for modern women. The brand curates a diverse range of contemporary styles, from casual to formal wear, catering to the evolving tastes of Saudi and GCC women. Femi9 prides itself on accessible pricing and a user-friendly digital shopping experience.",False,False,"Women's Fashion, Online Retail, Jeddah, Apparel, E-commerce"
Arwa Al Banawi,أروى البناوي,Consumer Discretionary,Luxury Women's Fashion / Designer Label,Jeddah,Saudi Arabia,https://www.arwaalbanawi.com,N/A,N/A,N/A,10–50,2014,"Arwa Al Banawi is a Saudi luxury women's fashion label founded by designer Arwa Al Banawi, known for its bold, structured silhouettes that merge cultural influences with avant-garde design. The brand has earned international acclaim and has been featured in global fashion publications and events. It represents the growing wave of Saudi homegrown luxury fashion talent on the global stage.",False,False,"Saudi Designer, Luxury Womenswear, Avant-Garde, High Fashion, International Recognition"
Max Fashion,ماكس فاشون,Consumer Discretionary,Value Fashion Retail,Riyadh,Saudi Arabia,https://www.max-fashion.com,N/A,N/A,https://www.linkedin.com/company/max-fashion,"5,000–10,000",2004,"Max Fashion is a leading value fashion retailer operating under the Landmark Group, with an extensive network of stores across Saudi Arabia and the wider Middle East. It provides affordable, on-trend clothing, footwear, and accessories for the entire family, making fashion accessible to all demographics. Max Fashion is one of the most visited fashion retail chains in the Kingdom.",False,False,"Value Fashion, Family Apparel, Landmark Group, Footwear, Brick & Mortar"
The Label,ذا ليبل,Consumer Discretionary,Luxury Fashion & Lifestyle Retail,Riyadh,Saudi Arabia,https://www.thelabelsa.com,N/A,N/A,N/A,10–50,2018,"The Label is a high-end luxury fashion and lifestyle concept boutique based in Riyadh, offering an exclusive and curated sensorial shopping experience to a selective clientele. The brand blends fashion with wellness and premium lifestyle services, positioning itself as a distinguished destination for Saudi Arabia's luxury consumer. It caters to a discerning audience seeking both global and regional designer pieces.",True,False,"Luxury Boutique, Lifestyle, Riyadh, High-End Fashion, Curated Retail"
Chalhoub Group,مجموعة شلهوب,Consumer Discretionary,Luxury Goods Retail & Distribution,Riyadh,Saudi Arabia,https://www.chalhoubgroup.com,N/A,N/A,https://www.linkedin.com/company/chalhoub-group,"12,000+",1955,"Chalhoub Group is a leading partner and creator of luxury experiences across the Middle East, operating a portfolio of 8 owned brands and distributing over 300 international luxury brands. The group has a significant retail presence in Saudi Arabia spanning fashion, beauty, and lifestyle. It serves as the regional gateway for many of the world's top luxury houses.",False,False,"luxury retail, brand distribution, fashion, beauty, lifestyle, Middle East"
Alshaya Group,مجموعة الشايع,Consumer Discretionary,Luxury & Premium Brand Retail Franchising,Riyadh,Saudi Arabia,https://www.alshaya.com,N/A,N/A,https://www.linkedin.com/company/m-h-alshaya-co,"40,000+",1890,"M.H. Alshaya Co. is one of the world's leading brand franchise operators, managing over 70 international brands across fashion, food, health & beauty, and pharmacy in Saudi Arabia and the broader Middle East. Its luxury and premium portfolio includes brands such as Harvey Nichols, Victoria's Secret, H&M, and Mothercare. The company operates hundreds of stores across the Kingdom.",False,False,"franchise retail, luxury brands, fashion, beauty, multi-brand operator, KSA"
Mouawad,معوض,Consumer Discretionary,Luxury Jewelry & Fine Watches Retail,Jeddah,Saudi Arabia,https://www.mouawad.com,N/A,N/A,https://www.linkedin.com/company/mouawad,"500–1,000",1890,"Mouawad is an iconic luxury jewelry and fine watches maison with deep roots in Saudi Arabia, offering exquisite handcrafted pieces including engagement rings, high jewelry, and Swiss timepieces. Known for record-breaking gem acquisitions and heritage craftsmanship, the brand operates boutiques in Riyadh, Jeddah, and other major Saudi cities. Mouawad caters to ultra-high-net-worth clientele across the Gulf region.",False,False,"luxury jewelry, fine watches, high jewelry, heritage brand, Jeddah, Riyadh"
Alfardan Group,مجموعة الفردان,Consumer Discretionary,Luxury Jewelry & Pearls Retail,Riyadh,Saudi Arabia,https://www.alfardan.com,N/A,N/A,https://www.linkedin.com/company/alfardan-group,"1,000–5,000",1954,"Alfardan Group was established in 1954 by Ibrahim Alfardan, a renowned connoisseur of precious pearls and gemstones, and has since grown into a diversified luxury conglomerate. The group's jewelry division retails fine pearls, diamonds, and precious stones across Saudi Arabia and the Gulf. Beyond jewelry, Alfardan operates in luxury automotive, real estate, and hospitality sectors.",False,False,"luxury jewelry, pearls, gemstones, heritage brand, diversified luxury, KSA"
Al Tayer Group Saudi Arabia,مجموعة الطاير,Consumer Discretionary,Luxury Fashion & Automotive Retail,Riyadh,Saudi Arabia,https://www.altayer.com,N/A,N/A,https://www.linkedin.com/company/al-tayer-group,"8,000–12,000",1979,"Al Tayer Group is a leading retail and luxury brand operator in the GCC with a major presence in Saudi Arabia, representing iconic names such as Giorgio Armani, Bottega Veneta, Gucci, and Harvey Nichols. The group operates luxury multi-brand department stores as well as mono-brand boutiques across Riyadh and Jeddah. It is also the parent company of Ounass, the region's premier online luxury platform.",False,False,"luxury fashion, multi-brand retail, department store, designer boutiques, Riyadh, Jeddah"
Landmark Group Arabia,مجموعة لاندمارك العربية,Consumer Discretionary,Premium & Luxury Multi-Brand Retail,Jeddah,Saudi Arabia,https://www.landmarkgroup.com,N/A,N/A,https://www.linkedin.com/company/landmark-group,"50,000+",1973,"Landmark Group is one of the largest retail and hospitality conglomerates in the Middle East and India, with an extensive and well-established network of stores across Saudi Arabia. Its Saudi operations include premium and semi-luxury retail concepts spanning fashion, home, beauty, and electronics under brands like Centrepoint, Babyshop, and Splash. The group also holds interests in luxury hospitality through its Rimal Hotels & Resorts brand.",False,False,"premium retail, multi-brand, fashion, home décor, lifestyle, Jeddah, KSA"
Leejam Sports Company,شركة ليجام للرياضة,Consumer Discretionary,Fitness Centers & Gyms,Riyadh,Saudi Arabia,https://www.leejam.com.sa,N/A,N/A,https://www.linkedin.com/company/leejam-sports,"1,000–5,000",2006,"Leejam Sports Company is Saudi Arabia's largest gym and fitness network, operating the well-known 'Fitness Time' brand with over 150 branches across the Kingdom. The company fosters healthy lifestyles in a modern, pristine environment, making sports accessible to all. It is publicly listed on the Saudi Exchange (Tadawul).",False,True,"gym, fitness, sports centers, health & wellness, MENA, Tadawul-listed"
Fitness Time,فتنس تايم,Consumer Discretionary,Fitness Centers & Gyms,Riyadh,Saudi Arabia,https://www.fitnesstime.com.sa,N/A,N/A,https://www.linkedin.com/company/fitness-time,"1,000–5,000",2006,"Fitness Time is the flagship gym brand of Leejam Sports Company and the largest sports center network in the MENA region. It offers world-class fitness experiences with memberships tailored to diverse lifestyle and wellness goals. With over 150 locations in Saudi Arabia, it serves hundreds of thousands of members.",False,False,"gym, fitness, wellness, MENA, sports centers, membership"
Body Masters,بودي ماسترز,Consumer Discretionary,Fitness Centers & Gyms,Riyadh,Saudi Arabia,https://www.bodymasters.com.sa,N/A,N/A,https://www.linkedin.com/company/body-masters-saudi-arabia,"500–1,000",1994,"Body Masters is one of Saudi Arabia's most established premium gym and fitness center chains, offering a full suite of gym equipment, personal training, and group fitness classes. The company operates multiple branches in major Saudi cities including Riyadh and Jeddah. It caters to both male and female members with a focus on high-quality fitness environments.",False,False,"gym, fitness, personal training, wellness, premium gym"
Gold's Gym Saudi Arabia,جولدز جيم السعودية,Consumer Discretionary,Fitness Centers & Gyms,Jeddah,Saudi Arabia,https://goldsgym.com.sa,N/A,N/A,https://www.linkedin.com/company/golds-gym-saudi-arabia,200–500,2005,"Gold's Gym Saudi Arabia is the local franchise of the world-renowned Gold's Gym brand, offering premium fitness facilities including state-of-the-art gym equipment, personal training, and group exercise classes. Operating several branches across Riyadh, Jeddah, and other major Saudi cities, it targets fitness-conscious individuals seeking a globally recognized gym experience. The brand emphasizes strength training and bodybuilding heritage.",False,False,"gym, fitness, franchise, bodybuilding, strength training, premium"
Sport House,سبورت هاوس,Consumer Discretionary,Sports Equipment & Retail,Riyadh,Saudi Arabia,https://www.sportshouse.com.sa,N/A,N/A,N/A,100–500,2000,"Sport House is a Saudi-based sports retail company offering a wide range of sporting goods, fitness equipment, athletic apparel, and accessories. It serves individual consumers and corporate clients across the Kingdom through physical stores and online channels. The company is part of the growing sports retail sector supported by Saudi Vision 2030's emphasis on physical activity.",False,False,"sports retail, fitness equipment, athletic wear, sporting goods, e-commerce"
Intersport Saudi Arabia,إنترسبورت السعودية,Consumer Discretionary,Sports Equipment & Retail,Riyadh,Saudi Arabia,https://www.intersport.com.sa,N/A,N/A,https://www.linkedin.com/company/intersport-saudi-arabia,200–500,2012,"Intersport Saudi Arabia is the local franchise of the global Intersport brand, one of the world's largest sports retail chains. It offers a comprehensive range of sports clothing, footwear, and equipment for all major sports disciplines. With multiple outlets across Saudi Arabia's key cities, it serves both amateur and professional athletes.",False,False,"sports retail, footwear, sportswear, franchise, fitness equipment"
Elite Fitness Saudi Arabia,إيليت فتنس,Consumer Discretionary,Fitness Centers & Gyms,Jeddah,Saudi Arabia,https://www.elitefit.sa,N/A,N/A,N/A,50–200,2015,"Elite Fitness is a premium boutique fitness brand operating in Saudi Arabia, offering specialized training programs, group classes, and personal coaching. The company targets health-conscious urban professionals seeking high-end gym environments and personalized workout plans. It operates in major cities including Jeddah and Riyadh.",False,False,"boutique fitness, personal training, group classes, premium, wellness"
Saudi Sports Company (SSC),شركة السعودية للرياضة,Consumer Discretionary,Sports Media & Broadcasting,Riyadh,Saudi Arabia,https://www.ssc.org.sa,N/A,N/A,https://www.linkedin.com/company/ssc-saudi-sports-company,"500–1,000",2020,"Saudi Sports Company (SSC) is a Saudi government-backed sports media and broadcasting company that holds rights to major sporting events and leagues, including the Saudi Pro League, international football, and esports. It operates multiple sports TV channels available across the Middle East and North Africa region. SSC plays a central role in Saudi Arabia's Vision 2030 sports sector ambitions.",False,False,"sports media, broadcasting, sports rights, Saudi Pro League, Vision 2030, esports"
Almosafer,المسافر,Consumer Discretionary,Online Travel Agency (OTA),Riyadh,Saudi Arabia,https://www.almosafer.com,N/A,+966554400000,https://www.linkedin.com/company/almosafer,501-1000,2015,"Almosafer is Saudi Arabia's #1 travel platform offering bookings for flights, hotels, holiday packages, resorts, and villas across 500,000+ properties worldwide. Operating under the Seera Group, it provides 24/7 customer service and caters primarily to the GCC market. The platform supports both Arabic and English and is available via web and mobile apps.",False,False,"OTA, flight booking, hotel booking, travel platform, GCC, Arabic-first"
Seera Group,مجموعة سيرا,Consumer Discretionary,Travel & Tourism Holding,Riyadh,Saudi Arabia,https://www.seera.sa,N/A,N/A,https://www.linkedin.com/company/seera-group,1001-5000,1975,"Seera Group (formerly Al Tayyar Travel Group) is one of the largest travel and tourism conglomerates in the MENA region, listed on the Saudi Stock Exchange (Tadawul). It operates a portfolio of travel brands including Almosafer, Discover Saudi, and Utour. The group offers corporate travel management, leisure travel, and digital travel solutions across the GCC.",False,True,"travel holding, corporate travel, MENA, Tadawul-listed, leisure travel, digital travel"
Gathern,قاذرن,Consumer Discretionary,Short-Term Rental / Vacation Rental Platform,Riyadh,Saudi Arabia,https://www.gathern.com,N/A,N/A,https://www.linkedin.com/company/gathern,51-200,2019,"Gathern is a Saudi-based peer-to-peer vacation rental marketplace, often described as the 'Airbnb of Saudi Arabia'. The platform enables property owners to list chalets, villas, and resorts for short-term rental, catering to domestic tourists seeking local getaways. It has grown rapidly amid Saudi Arabia's Vision 2030 domestic tourism push.",True,False,"vacation rental, short-term rental, chalet, domestic tourism, Vision 2030, marketplace, proptech"
Rehlat,رحلات,Consumer Discretionary,Online Travel Agency (OTA),Riyadh,Saudi Arabia,https://www.rehlat.com,N/A,N/A,https://www.linkedin.com/company/rehlat,51-200,2014,"Rehlat is a Saudi-based online travel agency offering affordable flight tickets, hotel bookings, and holiday packages for travelers across the Middle East. The platform focuses on delivering competitive pricing and a seamless Arabic-language booking experience. It serves both domestic and international travel needs within the GCC region.",True,False,"OTA, flight booking, hotel booking, Arabic, GCC, affordable travel"
Nusuk,نُسُك,Consumer Discretionary,Religious Tourism / Pilgrimage Platform,Mecca,Saudi Arabia,https://www.nusuk.sa,N/A,N/A,https://www.linkedin.com/company/nusuk-sa,201-500,2022,"Nusuk is an official digital platform launched by the Saudi Ministry of Hajj and Umrah to streamline the pilgrimage experience for Muslims worldwide. It provides end-to-end digital services including Umrah visa applications, accommodation booking, transport, and guided experiences in Mecca and Medina. The platform is a key part of Saudi Arabia's effort to modernize religious tourism under Vision 2030.",False,False,"religious tourism, Umrah, Hajj, pilgrimage, Vision 2030, government platform, Mecca, Medina"
HolidayMe,هوليداي مي,Consumer Discretionary,Travel Technology / SaaS for Travel,Riyadh,Saudi Arabia,https://www.holidayme.com,info@holidayme.com,N/A,https://www.linkedin.com/company/holidayme,51-200,2013,"HolidayMe is a travel technology company powering airlines, tourism boards, and travel businesses with scalable, intelligent, and tailored digital solutions. Originally launched as a consumer holiday booking platform in the Middle East, it has pivoted to B2B travel technology services. Its solutions help travel companies modernize operations, increase revenue, and improve customer engagement.",True,False,"travel tech, B2B, SaaS, airlines, tourism boards, digital transformation, MENA"
Rhalaty,رحلتي,Consumer Discretionary,B2B Hotel Booking / Travel Wholesale,Riyadh,Saudi Arabia,https://www.rhalaty.com,info@rhalaty.com,+966559354545,N/A,11-50,N/A,"Rhalaty is a Saudi-based B2B online hotel booking and travel wholesale platform designed for travel agents and businesses. It provides a streamlined system enabling travel agents to search, compare, and book hotels efficiently at wholesale rates. The platform focuses on the Saudi and GCC B2B travel trade market.",True,False,"B2B, hotel booking, travel wholesale, travel agents, GCC, online booking system"
Tajawal,تجول,Consumer Discretionary,Online Travel Agency (OTA),Riyadh,Saudi Arabia,https://www.tajawal.com,N/A,N/A,https://www.linkedin.com/company/tajawal,201-500,2015,"Tajawal is a leading Arabic-first online travel agency serving the MENA region, offering flight tickets, hotel bookings, and travel packages at competitive prices. The platform was founded in Saudi Arabia and quickly expanded across the Middle East, becoming one of the most recognized OTAs in the Arab world. It was acquired by Etihad Airways' travel portfolio and merged with Almosafer's parent Seera Group ecosystem.",False,False,"OTA, Arabic-first, MENA, flight booking, hotel booking, travel packages, GCC"
Zain Saudi Arabia,زين السعودية,Communication Services,Mobile Telecommunications,Riyadh,Saudi Arabia,https://www.zain.com/en/ksa,N/A,+966-11-461-0000,https://www.linkedin.com/company/zain-ksa,"2,000–5,000",2008,"Zain Saudi Arabia is the third major mobile network operator in the Kingdom, providing competitive mobile voice, data, and digital services to millions of consumers and businesses. A subsidiary of the Kuwait-based Zain Group, it is listed on the Saudi Exchange (Tadawul) and actively expanding its 5G network coverage. The company focuses on innovative digital offerings and customer-centric connectivity solutions.",False,True,"5G, Mobile, Data Services, Telecom, Connectivity, Zain Group"
Virgin Mobile Saudi Arabia,فيرجن موبايل السعودية,Communication Services,Mobile Virtual Network Operator (MVNO),Riyadh,Saudi Arabia,https://www.virgin.com/en-sa,N/A,N/A,https://www.linkedin.com/company/virgin-mobile-saudi-arabia,200–500,2014,"Virgin Mobile Saudi Arabia operates as a Mobile Virtual Network Operator (MVNO) under the Virgin brand, offering prepaid and postpaid mobile services targeted primarily at youth and digital-savvy consumers. The company differentiates itself through competitive data packages and a strong digital-first experience. It leverages STC's network infrastructure to deliver nationwide mobile coverage.",False,False,"MVNO, Mobile, Prepaid, Digital, Youth, Virgin Group"
Salam Telecom,سلام للاتصالات,Communication Services,Fixed Wireless & Broadband,Riyadh,Saudi Arabia,https://www.salam.com.sa,N/A,+966-11-218-2999,https://www.linkedin.com/company/salam-telecom,"500–1,000",2006,"Salam Telecom is a licensed Saudi telecom operator specializing in fixed wireless access, broadband internet, and enterprise connectivity solutions. The company provides high-speed internet services to residential and business customers across Saudi Arabia, with a focus on underserved and emerging markets. Salam is a key alternative operator contributing to broadband expansion under the Kingdom's Vision 2030 digital agenda.",False,False,"Broadband, Fixed Wireless, Enterprise, Internet, ICT, Vision 2030"
STC Solutions,حلول اتصالات السعودية,Communication Services,ICT & Managed Services,Riyadh,Saudi Arabia,https://www.stc.com.sa/solutions,N/A,+966-11-200-7777,https://www.linkedin.com/company/stc-solutions,"1,000–5,000",2012,"STC Solutions is the enterprise and B2B arm of the Saudi Telecom Company, delivering integrated ICT, cloud computing, cybersecurity, and managed services to government and corporate clients. The company supports large-scale digital transformation projects aligned with Saudi Vision 2030. It provides end-to-end technology services including data centers, IoT, AI, and professional consulting.",False,False,"ICT, Cloud, Cybersecurity, IoT, Managed Services, Enterprise, Vision 2030, AI"
Saudi Broadcasting Authority (SBA),هيئة الإذاعة والتلفزيون السعودية,Communication Services,Public Broadcasting,Riyadh,Saudi Arabia,https://sba.gov.sa,N/A,N/A,https://www.linkedin.com/company/saudi-broadcasting-authority,5000+,1949,"The Saudi Broadcasting Authority is the official public broadcaster of the Kingdom of Saudi Arabia, operating television and radio channels nationally. It oversees a wide portfolio of state media content including news, culture, and entertainment. The authority plays a central role in shaping public media policy under Vision 2030.",False,False,"Public Broadcasting, TV, Radio, Government, State Media"
MBC Group,مجموعة MBC,Communication Services,Television Broadcasting,Riyadh,Saudi Arabia,https://www.mbc.net,N/A,N/A,https://www.linkedin.com/company/mbc-group,2000–5000,1991,"MBC Group is the largest and most watched free-to-air television network in the Arab world, headquartered in Riyadh, Saudi Arabia. It operates a portfolio of 19+ TV channels, digital platforms, and streaming services reaching over 150 million viewers across the MENA region. The group also owns Shahid, the leading Arabic-language video-on-demand (VOD) platform.",False,False,"TV Broadcasting, Streaming, MENA Media, Entertainment, Free-to-Air"
Shahid (MBC Streaming Platform),شاهد,Communication Services,Video Streaming / OTT,Riyadh,Saudi Arabia,https://www.shahid.net,N/A,N/A,https://www.linkedin.com/company/shahid,500–1000,2012,"Shahid is the Arab world's leading subscription video-on-demand (SVOD) platform, owned and operated by MBC Group. It offers thousands of hours of Arabic-language movies, series, and live sports including the Saudi Pro League (Roshn). The platform serves millions of subscribers across the Middle East, North Africa, and the Arab diaspora worldwide.",False,False,"OTT, Streaming, VOD, Arabic Content, Sports Broadcasting"
Rotana Media Group,روتانا,Communication Services,Media & Entertainment Broadcasting,Riyadh,Saudi Arabia,https://www.rotana.net,N/A,N/A,https://www.linkedin.com/company/rotana,1000–5000,1987,"Rotana Media Group is a major Saudi-owned media conglomerate founded by Prince Al-Waleed bin Talal, operating multiple satellite TV channels, music platforms, and film production units. The group spans entertainment, music broadcasting, movies, and talk shows targeting Arabic-speaking audiences across the Arab world. Rotana is one of the most recognized media brands in the Middle East.",False,False,"Satellite TV, Music, Entertainment, Film Production, Broadcasting"
Al Arabiya News Channel,قناة العربية,Communication Services,News Broadcasting,Riyadh,Saudi Arabia,https://www.alarabiya.net,N/A,N/A,https://www.linkedin.com/company/al-arabiya,1000–3000,2003,"Al Arabiya is a Saudi-owned pan-Arab satellite news channel broadcasting 24/7 news and current affairs programming across the Arab world and internationally. It is owned by MBC Group and is one of the most widely watched Arabic news channels globally. The channel covers politics, economics, culture, and breaking news from its broadcast hubs in Riyadh and Dubai.",False,False,"News Broadcasting, Satellite TV, 24/7 News, Pan-Arab Media, Journalism"
Arab News,عرب نيوز,Communication Services,Digital Media & News Publishing,Riyadh,Saudi Arabia,https://www.arabnews.com,N/A,N/A,https://www.linkedin.com/company/arab-news,200–500,1975,"Arab News is Saudi Arabia's leading English-language daily newspaper and digital news platform, offering comprehensive coverage of Middle Eastern and global news. Published by Saudi Research and Media Group (SRMG), it reaches millions of readers online and in print across the Kingdom and internationally. The outlet covers politics, business, lifestyle, and cultural topics relevant to the Arab world.",False,False,"News Publishing, Digital Media, English News, Print Media, SRMG"
Saudi Broadcasting Corporation (SBC),الشركة السعودية للبث,Communication Services,Television & Radio Broadcasting,Riyadh,Saudi Arabia,https://www.sbc.sa,N/A,N/A,https://www.linkedin.com/company/saudi-broadcasting-corporation,1000–3000,2020,"Saudi Broadcasting Corporation (SBC) is a government-affiliated media entity managing a range of Saudi national TV and radio broadcasting channels. It was established as part of the Kingdom's broader media sector reforms under Vision 2030 to modernize and professionalize state broadcasting. SBC manages channels targeting various demographics including youth, culture, and sports audiences.",False,False,"State Broadcasting, TV, Radio, Vision 2030, National Media"
Telfaz11,تلفاز 11,Communication Services,Digital Media & Content Production,Riyadh,Saudi Arabia,https://www.telfaz.com,N/A,N/A,https://www.linkedin.com/company/telfaz11,100–500,2011,"Telfaz11 is a pioneering Saudi digital content production company and YouTube network known for creating original Arabic-language comedic and entertainment content. It started as a YouTube channel and grew into a full-fledged cinematic and brand storytelling production house serving millions of followers. The company produces premium film, branded content, and immersive media experiences for regional and international clients.",False,False,"Digital Media, Content Production, YouTube, Comedy, Branded Content"
Thmanyah,ثمانية,Communication Services,Digital Media & Podcasting,Riyadh,Saudi Arabia,https://www.thmanyah.com,N/A,N/A,https://www.linkedin.com/company/thmanyah,11-50,2016,"Thmanyah is a Saudi digital media startup specializing in Arabic-language podcasts, documentary content, and multimedia storytelling. It produces high-quality long-form audio and video content targeting Arabic-speaking audiences across the MENA region. The company has grown to become one of the most recognized digital media brands in the Arab world.",True,False,"podcast, digital media, Arabic content, documentary, storytelling"
